driver_active_count,driver_completed_count,driver_declined_count,driver_failed_count,driver_avg_rating,driver_total_ratings,driver_points,customer_total_orders,customer_points,order_hour,order_day_of_week,order_type,dropoff_city,payment_method,label
0,23,31,10,2.5,28,143,30,525,15,3,food,tel aviv,cash,0
2,9,0,11,3.0,12,107,61,513,12,3,food,nablus,cash,0
4,135,25,16,4.0,78,626,25,445,23,2,package,nablus,cash,0
0,116,2,9,2.9,52,64,60,427,16,4,package,nablus,cash,0
2,67,19,1,3.1,32,404,33,4,14,3,package,bethlehem,cash,0
4,0,27,1,1.9,2,426,2,513,14,3,food,ramallah,cash,0
2,148,13,17,4.1,36,798,14,240,8,3,online,nablus,cash,0
0,139,41,6,5.0,54,491,2,101,17,1,online,nablus,cash,1
3,65,26,5,4.5,26,746,20,370,16,5,food,nablus,cash,0
4,39,7,0,4.0,4,276,22,116,9,0,package,bethlehem,cash,0
2,31,30,8,2.5,22,807,11,361,21,4,food,bethlehem,cash,0
0,22,4,5,2.6,5,198,61,359,7,4,online,haifa,cash,1
0,103,13,5,4.3,61,792,8,232,23,6,package,jerusalem,cash,0
3,164,23,6,4.3,4,363,2,381,19,2,online,ramallah,cash,0
2,118,5,4,4.4,76,533,14,139,17,6,online,jerusalem,cash,0
0,163,20,7,4.0,54,56,38,140,8,6,food,bethlehem,cash,0
1,105,4,16,5.0,63,315,38,416,17,6,food,haifa,cash,1
1,35,33,3,4.9,6,325,15,187,9,6,package,tel aviv,cash,0
2,140,34,2,4.2,70,591,69,304,15,2,food,jerusalem,cash,0
0,107,5,10,4.6,6,602,0,109,8,2,food,ramallah,cash,0
1,27,16,5,3.9,15,83,42,172,19,4,package,haifa,cash,1
0,32,10,16,4.6,26,279,24,504,22,1,online,jerusalem,cash,0
0,135,18,11,4.4,75,421,36,275,19,1,package,tel aviv,cash,1
4,154,31,0,3.4,51,707,16,590,15,5,online,ramallah,cash,0
2,10,14,7,2.9,2,700,50,136,11,5,online,tel aviv,cash,0
2,53,45,3,0.0,0,423,13,349,7,5,food,bethlehem,cash,0
1,94,20,13,4.0,66,206,18,211,10,6,food,nablus,cash,0
0,125,17,13,0.0,0,443,59,162,14,3,online,nablus,cash,0
3,52,26,3,3.2,9,290,35,181,23,2,online,ramallah,cash,0
1,116,22,9,4.8,57,859,61,399,9,4,package,bethlehem,cash,1
1,60,41,15,5.0,65,657,18,112,11,0,food,ramallah,cash,0
2,168,33,9,5.0,2,109,30,289,10,2,online,haifa,cash,0
0,160,31,16,5.0,2,335,70,429,23,1,online,bethlehem,cash,0
2,78,27,8,3.3,34,685,45,98,12,0,package,tel aviv,cash,0
2,86,22,15,3.8,68,341,63,233,8,6,food,haifa,cash,0
3,35,14,13,2.9,13,756,9,105,10,4,online,jerusalem,cash,0
0,54,13,11,4.1,16,11,52,123,14,5,online,tel aviv,cash,0
2,156,7,2,3.4,76,779,30,45,17,1,food,jerusalem,cash,0
3,125,13,13,4.2,12,90,64,596,7,6,online,tel aviv,cash,0
0,115,35,5,5.0,12,683,35,197,18,2,food,ramallah,cash,1
0,45,12,6,3.7,18,471,7,460,8,5,food,nablus,cash,1
0,160,19,13,4.6,8,387,0,175,13,2,food,jerusalem,cash,0
0,40,13,2,3.4,6,445,29,170,10,0,online,ramallah,cash,1
0,108,11,14,3.1,33,817,2,200,13,3,package,tel aviv,cash,0
3,148,7,4,3.4,29,754,68,115,9,6,online,ramallah,cash,0
3,132,11,17,4.4,16,878,69,75,11,0,online,bethlehem,cash,0
0,66,21,17,4.3,22,45,54,502,9,2,package,bethlehem,cash,0
0,37,39,14,2.7,40,329,58,168,9,4,food,tel aviv,cash,0
3,6,42,0,3.1,11,31,10,330,7,6,food,jerusalem,cash,0
1,25,28,17,3.9,1,619,3,153,13,3,food,nablus,cash,0
2,129,41,9,3.3,33,163,10,558,10,6,package,nablus,cash,0
2,19,9,5,2.4,9,321,48,480,23,6,package,ramallah,cash,0
3,12,0,8,3.5,12,353,43,90,8,4,package,jerusalem,cash,0
1,144,7,7,2.3,34,378,6,374,19,3,online,tel aviv,cash,0
0,10,40,15,3.3,6,246,52,571,8,4,online,ramallah,cash,0
0,32,4,1,5.0,3,258,67,127,23,1,food,bethlehem,cash,0
3,164,11,17,3.8,63,254,66,198,15,6,package,nablus,cash,0
2,68,15,4,3.8,18,302,21,534,9,3,online,nablus,cash,0
1,62,26,4,3.1,67,441,27,106,12,0,package,haifa,cash,0
0,99,18,12,4.5,47,43,23,412,8,6,food,ramallah,cash,0
1,49,1,2,2.5,19,421,35,297,12,2,package,bethlehem,cash,0
1,61,35,16,3.1,35,476,7,348,10,2,food,nablus,cash,0
2,53,22,6,5.0,16,601,40,125,13,1,package,tel aviv,cash,0
1,153,29,16,3.5,15,203,30,93,9,0,food,jerusalem,cash,0
0,164,20,7,4.1,52,875,4,78,11,3,package,tel aviv,cash,0
2,128,26,17,4.5,67,189,26,27,10,3,package,ramallah,cash,0
0,106,7,17,4.3,76,536,1,250,17,6,online,jerusalem,cash,0
4,72,38,3,5.0,53,696,27,401,22,2,package,nablus,cash,0
3,154,4,3,3.7,73,293,13,552,9,2,food,jerusalem,cash,0
2,6,37,4,3.9,6,161,27,517,22,2,package,bethlehem,cash,0
0,107,4,2,5.0,4,712,37,133,17,2,package,haifa,cash,1
1,5,21,7,1.8,6,761,5,531,18,5,online,jerusalem,cash,0
3,4,2,6,0.0,0,532,26,369,20,6,online,tel aviv,cash,0
3,116,4,10,5.0,27,102,22,223,11,5,food,ramallah,cash,0
1,140,11,13,3.8,62,781,18,215,20,4,package,jerusalem,cash,0
0,61,19,17,3.4,57,798,24,350,8,0,package,nablus,cash,0
0,104,2,6,4.1,47,104,47,462,23,1,online,bethlehem,cash,0
2,144,37,2,4.2,36,587,23,16,23,2,online,jerusalem,cash,0
1,153,45,18,3.5,80,827,48,303,12,3,package,bethlehem,cash,0
1,137,23,18,4.9,72,254,18,338,16,1,food,bethlehem,cash,0
3,158,12,5,4.9,13,839,28,301,16,4,food,bethlehem,cash,0
4,159,44,0,5.0,60,158,50,120,8,3,package,bethlehem,cash,0
3,55,19,17,4.1,46,333,46,249,21,1,food,nablus,cash,0
4,72,0,11,5.0,15,145,55,349,7,6,online,bethlehem,cash,1
2,173,9,13,4.5,11,387,44,416,18,4,package,bethlehem,cash,0
2,109,6,4,3.7,67,321,43,123,22,6,food,bethlehem,cash,0
0,150,19,16,5.0,5,168,61,229,11,1,package,ramallah,cash,1
1,14,7,12,2.5,2,83,24,342,19,0,online,ramallah,cash,0
0,14,39,8,4.6,19,55,58,417,19,4,food,jerusalem,cash,0
0,36,3,11,4.3,17,276,2,507,20,5,online,ramallah,cash,0
2,114,8,12,4.0,52,352,2,568,8,5,package,tel aviv,cash,0
2,12,10,18,2.7,2,787,33,23,22,3,online,nablus,cash,0
3,116,14,2,3.4,40,207,44,410,13,1,food,tel aviv,cash,0
0,42,43,3,5.0,10,0,48,115,13,6,package,jerusalem,cash,1
1,119,31,17,4.1,44,458,9,558,17,1,food,bethlehem,cash,0
0,148,20,1,4.7,50,301,65,44,12,6,online,jerusalem,cash,0
2,60,28,6,3.3,13,145,59,511,16,0,package,haifa,cash,0
3,41,40,2,4.3,37,549,23,104,7,6,food,jerusalem,cash,0
2,139,21,15,3.3,77,887,29,552,12,4,online,ramallah,cash,0
1,7,21,7,3.9,7,756,2,504,17,3,online,tel aviv,cash,0
1,122,44,1,4.5,63,798,18,15,10,3,package,nablus,cash,1
0,168,10,5,5.0,44,335,20,88,11,0,package,bethlehem,cash,0
1,175,16,12,3.2,9,178,9,584,21,0,food,haifa,cash,0
0,151,34,8,4.2,79,623,69,295,8,4,package,bethlehem,cash,0
2,84,2,7,3.2,69,733,32,519,8,6,food,tel aviv,cash,0
1,156,32,17,4.9,10,290,44,462,17,6,package,bethlehem,cash,0
3,91,11,7,3.6,51,552,23,26,21,0,food,nablus,cash,0
1,16,40,14,3.8,17,504,49,554,9,4,package,ramallah,cash,0
1,33,20,16,3.9,31,658,68,325,11,6,online,ramallah,cash,0
0,160,15,11,4.4,34,30,46,399,12,5,package,nablus,cash,1
0,172,7,5,4.9,69,872,47,274,8,0,online,ramallah,cash,1
0,35,22,9,4.8,15,649,17,545,19,1,package,bethlehem,cash,0
1,146,6,10,5.0,33,335,23,545,13,4,package,tel aviv,cash,0
3,147,10,12,4.9,28,889,28,351,19,1,food,haifa,cash,0
1,143,45,12,5.0,3,269,49,572,23,0,food,tel aviv,cash,0
0,66,14,0,3.8,15,898,65,590,16,6,package,nablus,cash,1
2,12,12,16,3.0,10,38,11,372,22,1,package,bethlehem,cash,0
0,27,20,10,3.4,13,746,22,374,16,3,food,haifa,cash,0
3,60,27,14,5.0,5,866,19,111,23,0,package,ramallah,cash,0
3,98,39,16,4.5,15,712,67,484,12,3,food,haifa,cash,0
1,33,15,16,2.5,22,338,54,426,15,2,package,jerusalem,cash,0
0,115,34,14,5.0,21,141,63,345,20,6,online,bethlehem,cash,0
2,150,27,11,4.7,40,294,22,514,17,5,online,nablus,cash,0
3,6,8,0,0.0,0,159,39,381,20,2,food,nablus,cash,0
0,29,20,10,0.0,0,331,43,492,11,5,food,tel aviv,cash,0
0,46,43,3,2.6,18,871,66,537,20,4,online,nablus,cash,0
1,127,44,7,4.3,56,423,19,6,22,1,online,bethlehem,cash,0
2,134,13,5,3.8,13,754,17,194,13,0,package,haifa,cash,0
1,165,0,9,4.3,7,92,66,250,11,6,food,bethlehem,cash,1
2,6,34,5,3.5,6,531,11,466,21,2,food,tel aviv,cash,0
1,66,23,17,4.3,61,584,4,333,21,2,package,ramallah,cash,0
2,168,35,7,4.7,50,54,70,186,21,3,online,nablus,cash,0
0,117,43,6,5.0,27,190,3,333,12,0,online,ramallah,cash,1
2,105,10,3,3.9,41,673,9,310,13,5,online,bethlehem,cash,1
2,93,44,7,4.6,69,315,34,427,17,5,food,tel aviv,cash,0
0,41,25,9,4.7,1,584,42,267,22,1,online,nablus,cash,0
1,114,38,18,3.7,23,165,7,339,10,1,online,nablus,cash,0
0,125,45,10,4.1,71,531,31,133,10,1,online,ramallah,cash,1
0,13,35,6,3.4,1,621,59,531,19,5,food,haifa,cash,0
1,180,23,16,5.0,30,652,68,403,13,5,package,nablus,cash,0
2,60,24,2,4.2,41,855,20,215,15,2,food,jerusalem,cash,0
0,150,22,0,4.6,25,489,35,523,12,6,food,tel aviv,cash,1
1,21,13,18,4.0,19,49,19,155,20,3,food,bethlehem,cash,0
0,119,42,4,4.3,77,789,11,118,21,3,food,nablus,cash,1
1,30,39,1,2.9,21,778,56,254,12,0,food,tel aviv,cash,0
1,97,21,6,3.0,22,466,38,533,13,3,food,haifa,cash,1
1,5,35,12,4.7,2,590,41,137,9,2,food,jerusalem,cash,0
4,151,12,11,3.7,44,738,48,67,7,6,package,tel aviv,cash,0
2,177,37,15,4.5,12,145,35,195,18,1,food,nablus,cash,0
2,78,8,6,4.9,33,76,19,26,18,3,online,haifa,cash,1
0,157,10,15,4.3,63,634,7,453,10,2,food,ramallah,cash,0
3,58,8,4,4.4,13,350,40,267,7,3,package,ramallah,cash,0
0,179,45,9,5.0,7,415,63,577,7,1,online,nablus,cash,0
1,16,23,14,4.2,11,380,36,435,16,4,package,ramallah,cash,0
0,64,29,13,2.9,5,816,65,125,10,1,package,ramallah,cash,1
2,115,25,8,4.0,11,500,20,433,14,0,online,ramallah,cash,0
0,27,9,18,4.7,6,474,10,200,18,3,online,jerusalem,cash,0
0,118,45,7,4.2,6,832,36,369,14,0,package,jerusalem,cash,0
2,102,11,3,5.0,3,357,68,540,13,6,package,haifa,cash,0
0,64,31,0,0.0,0,341,25,205,20,4,package,nablus,cash,0
1,111,9,2,4.5,8,537,30,141,20,3,package,haifa,cash,1
0,103,26,13,4.3,42,69,14,51,8,2,food,jerusalem,cash,0
1,9,1,8,3.4,8,786,70,69,10,2,online,ramallah,cash,0
0,170,45,2,5.0,22,513,4,304,17,1,online,jerusalem,cash,0
0,163,14,2,4.7,75,449,15,424,23,3,package,bethlehem,cash,1
0,38,13,15,2.9,3,254,29,178,19,0,food,ramallah,cash,0
1,151,38,9,4.5,14,625,57,15,23,5,food,tel aviv,cash,1
1,54,29,1,5.0,52,108,11,420,11,0,food,ramallah,cash,1
0,169,40,8,3.6,69,818,10,240,7,5,online,nablus,cash,0
1,5,34,16,4.2,4,834,9,559,9,3,food,jerusalem,cash,0
1,30,28,11,3.3,14,584,56,519,11,1,package,bethlehem,cash,0
0,6,16,17,3.0,7,848,23,193,8,6,online,tel aviv,cash,0
3,165,42,2,5.0,65,511,34,169,19,0,package,bethlehem,cash,0
2,100,37,15,4.3,6,234,15,264,11,3,online,bethlehem,cash,0
3,109,2,15,5.0,31,181,62,290,10,2,online,ramallah,cash,0
2,27,29,18,4.1,25,619,53,289,19,2,package,nablus,cash,0
0,67,39,13,5.0,57,523,39,155,14,5,package,bethlehem,cash,1
4,98,9,5,3.9,45,645,52,281,17,0,food,bethlehem,cash,0
2,136,25,17,4.1,29,628,5,446,14,2,food,bethlehem,cash,0
0,134,28,18,4.2,2,307,9,219,11,6,package,ramallah,cash,0
4,169,38,5,4.2,26,731,52,110,14,2,online,nablus,cash,0
3,47,15,1,3.6,20,340,2,169,7,2,online,ramallah,cash,0
1,31,39,3,3.6,2,893,24,296,11,2,package,ramallah,cash,0
0,123,4,16,3.6,33,559,5,559,22,6,package,jerusalem,cash,0
0,69,5,14,3.6,66,868,13,231,11,0,package,ramallah,cash,0
1,139,27,17,4.1,31,713,70,450,19,2,package,nablus,cash,0
4,87,37,8,3.4,6,113,15,138,9,2,online,haifa,cash,0
3,63,44,12,3.9,5,80,54,63,22,2,food,nablus,cash,0
0,105,45,4,4.6,74,266,41,381,17,1,food,ramallah,cash,0
0,152,41,18,3.8,17,256,22,48,8,0,package,jerusalem,cash,0
1,142,39,13,5.0,52,51,41,446,15,6,package,nablus,cash,0
0,93,31,14,3.2,3,315,40,226,20,6,package,haifa,cash,0
3,94,16,12,3.8,16,874,23,428,14,6,package,tel aviv,cash,0
0,85,38,11,5.0,6,435,20,191,19,5,food,jerusalem,cash,1
0,122,44,15,4.5,17,782,40,68,21,3,package,tel aviv,cash,0
3,25,5,11,1.9,27,546,66,397,15,5,food,tel aviv,cash,0
1,150,33,12,4.4,63,572,16,200,10,3,online,jerusalem,cash,0
0,3,17,14,3.8,6,653,54,77,18,3,online,bethlehem,cash,1
1,64,14,15,2.7,55,354,49,545,13,4,food,jerusalem,cash,0
0,131,11,9,4.2,71,332,32,370,18,2,online,tel aviv,cash,0
0,78,41,11,3.7,59,346,18,201,20,2,food,jerusalem,cash,0
1,114,18,17,4.0,62,835,10,461,13,1,food,tel aviv,cash,0
1,164,43,5,3.5,3,196,68,388,16,5,food,tel aviv,cash,0
1,138,3,2,5.0,49,261,42,199,7,5,package,haifa,cash,1
0,37,17,7,3.5,14,312,1,36,23,6,package,nablus,cash,0
1,121,32,9,4.8,8,176,35,260,19,3,online,jerusalem,cash,0
3,136,13,17,3.9,8,486,27,461,20,0,package,haifa,cash,0
0,164,38,3,5.0,58,261,68,395,17,1,food,nablus,cash,0
0,39,44,1,3.6,20,492,17,490,23,6,online,bethlehem,cash,1
3,59,2,2,3.9,48,135,26,570,15,3,online,tel aviv,cash,0
4,145,6,4,4.0,70,511,3,401,14,1,food,bethlehem,cash,0
1,131,3,18,4.6,27,835,14,15,12,4,online,tel aviv,cash,1
1,133,24,14,4.7,14,46,3,520,9,5,food,jerusalem,cash,0
0,140,5,9,4.6,49,741,30,566,10,0,online,ramallah,cash,1
0,130,3,15,3.8,70,656,17,199,9,4,online,tel aviv,cash,1
1,0,12,0,3.5,3,836,35,337,10,0,online,haifa,cash,0
1,176,2,13,4.4,49,432,34,94,17,0,package,jerusalem,cash,1
4,23,45,7,0.0,0,827,57,554,9,5,package,haifa,cash,0
1,158,30,1,3.8,1,199,55,429,15,6,online,bethlehem,cash,0
0,145,36,12,5.0,77,470,1,540,19,4,online,tel aviv,cash,1
1,144,7,15,4.5,62,31,47,439,23,5,online,bethlehem,cash,0
0,5,44,7,3.2,1,135,55,367,21,3,food,bethlehem,cash,0
1,141,0,18,5.0,17,369,42,522,16,0,package,jerusalem,cash,0
1,180,5,4,4.0,49,616,23,76,21,2,package,ramallah,cash,1
0,111,17,5,5.0,77,601,9,460,19,1,package,jerusalem,cash,1
1,33,6,17,3.5,18,381,62,46,18,2,online,nablus,cash,0
2,93,31,0,4.5,2,647,51,224,11,1,food,bethlehem,cash,0
0,43,13,4,3.7,30,181,64,166,8,3,package,haifa,cash,0
2,22,31,16,3.2,26,268,57,246,7,0,online,haifa,cash,0
2,123,4,1,4.4,71,656,7,93,18,0,food,ramallah,cash,1
0,118,6,2,5.0,54,761,46,232,12,6,food,bethlehem,cash,0
0,11,2,14,4.2,13,607,40,15,11,1,food,bethlehem,cash,1
2,146,19,17,4.5,37,816,66,479,9,4,package,nablus,cash,0
2,65,17,15,5.0,52,856,11,527,11,4,package,haifa,cash,0
0,18,2,8,3.0,4,625,51,227,9,1,food,haifa,cash,0
1,92,28,8,5.0,30,345,19,430,13,6,package,haifa,cash,0
1,109,28,6,5.0,28,306,69,515,20,0,package,bethlehem,cash,1
3,161,19,12,4.2,69,48,42,342,14,3,food,haifa,cash,0
1,92,28,10,4.7,46,578,23,9,8,3,package,nablus,cash,0
2,161,44,9,4.3,76,104,29,102,8,3,package,jerusalem,cash,0
0,153,43,0,4.2,37,398,6,181,19,0,package,bethlehem,cash,1
2,80,17,2,0.0,0,84,17,186,18,1,package,nablus,cash,0
0,40,26,1,3.1,7,345,27,187,8,0,online,haifa,cash,0
0,162,39,10,5.0,36,102,56,195,15,3,online,nablus,cash,0
1,151,43,11,4.8,29,682,8,49,8,2,online,bethlehem,cash,1
0,3,13,18,2.5,4,899,27,438,13,2,package,nablus,cash,0
4,157,6,7,5.0,43,630,22,558,16,5,food,jerusalem,cash,0
0,11,23,12,2.8,1,591,1,19,17,1,package,nablus,cash,0
1,99,45,14,4.8,5,796,30,490,9,4,online,jerusalem,cash,0
2,73,19,18,4.2,47,402,62,469,13,4,online,tel aviv,cash,0
2,41,40,11,3.7,4,505,27,388,7,1,package,haifa,cash,0
0,117,34,8,3.7,7,586,19,224,16,0,package,tel aviv,cash,0
1,8,36,1,2.7,6,859,5,364,9,0,package,jerusalem,cash,0
1,38,7,2,3.9,28,6,36,342,14,0,online,haifa,cash,0
0,144,11,2,4.8,75,789,54,319,21,2,package,bethlehem,cash,1
1,45,0,4,3.6,22,473,59,25,20,5,food,tel aviv,cash,0
2,88,10,7,4.2,70,6,23,193,10,0,food,ramallah,cash,0
1,90,33,3,4.1,62,579,12,444,12,0,food,nablus,cash,1
1,95,21,17,3.3,75,320,59,481,13,4,online,ramallah,cash,0
1,12,21,7,5.0,6,623,19,520,23,0,package,bethlehem,cash,0
4,79,3,3,5.0,17,172,61,166,15,2,food,bethlehem,cash,1
0,32,40,7,4.0,9,285,62,285,16,4,online,tel aviv,cash,0
1,107,23,18,4.5,25,717,1,129,10,0,online,bethlehem,cash,0
0,70,45,4,4.6,16,367,16,105,13,0,food,jerusalem,cash,1
1,106,21,1,5.0,50,201,0,58,23,0,food,tel aviv,cash,1
1,101,37,3,4.6,28,23,20,91,21,2,package,ramallah,cash,0
1,155,2,5,4.6,67,223,15,29,19,6,package,haifa,cash,1
0,41,9,18,4.5,12,14,64,57,19,3,food,bethlehem,cash,0
2,10,24,7,3.2,4,86,65,403,21,6,package,ramallah,cash,0
1,65,19,1,3.7,55,313,24,230,16,6,package,bethlehem,cash,0
2,116,12,4,4.7,49,137,55,120,19,1,food,haifa,cash,1
2,35,21,17,3.6,17,527,65,40,20,5,package,tel aviv,cash,0
1,159,26,4,4.1,39,840,10,584,10,5,online,nablus,cash,0
3,61,8,9,4.8,23,373,68,241,17,6,food,tel aviv,cash,0
2,20,45,11,2.9,16,511,51,28,14,0,food,jerusalem,cash,0
1,144,43,8,3.5,58,737,34,343,19,5,package,ramallah,cash,0
1,120,17,12,5.0,76,795,64,391,18,4,food,ramallah,cash,0
0,20,11,10,0.0,0,548,1,586,15,1,package,tel aviv,cash,0
0,102,38,4,3.8,47,864,57,186,17,1,online,jerusalem,cash,1
4,61,23,18,3.7,34,185,49,125,15,1,food,ramallah,cash,0
0,139,37,6,5.0,20,308,40,316,15,5,food,nablus,cash,1
0,168,29,7,3.9,2,30,68,124,20,1,package,bethlehem,cash,0
0,94,35,14,4.3,71,371,35,180,10,0,food,tel aviv,cash,0
1,28,31,6,4.1,10,890,3,541,22,0,package,haifa,cash,0
1,118,28,4,4.1,51,199,59,3,14,3,online,tel aviv,cash,1
0,39,28,17,3.1,23,333,66,46,18,6,online,jerusalem,cash,1
0,32,4,9,2.8,29,122,54,27,12,5,package,nablus,cash,0
2,55,25,16,2.5,44,88,63,168,10,6,online,nablus,cash,0
1,88,22,4,4.8,50,615,23,589,19,4,food,tel aviv,cash,0
2,95,39,11,5.0,27,240,18,173,11,5,food,haifa,cash,0
0,154,38,5,5.0,46,848,28,362,13,4,food,nablus,cash,1
1,89,2,15,3.4,6,564,58,46,9,4,package,ramallah,cash,0
1,129,10,6,4.8,12,405,12,362,10,6,online,ramallah,cash,0
3,22,31,13,3.7,24,268,68,264,12,5,online,nablus,cash,0
0,67,8,4,5.0,27,145,20,520,21,6,food,haifa,cash,1
0,88,35,18,4.1,80,880,23,182,15,1,online,haifa,cash,0
1,158,21,6,4.8,6,650,61,250,19,1,package,jerusalem,cash,1
0,175,31,8,4.1,30,6,62,322,15,3,online,jerusalem,cash,1
0,3,42,2,3.9,6,520,36,408,17,1,food,nablus,cash,1
0,80,17,15,5.0,40,257,9,178,19,0,online,haifa,cash,0
1,68,4,2,3.8,43,583,11,590,20,5,package,jerusalem,cash,0
0,127,22,5,0.0,0,830,17,18,21,4,online,haifa,cash,0
0,159,41,15,4.9,11,153,39,75,7,0,food,nablus,cash,0
1,136,36,14,5.0,72,75,21,436,19,3,online,ramallah,cash,0
2,112,41,12,4.2,3,471,43,590,12,1,food,jerusalem,cash,0
3,60,40,6,4.3,39,645,48,336,20,2,online,bethlehem,cash,0
0,59,7,4,4.9,15,600,8,360,17,1,online,nablus,cash,0
2,144,40,14,3.3,36,1,17,430,15,2,package,ramallah,cash,0
1,170,27,15,4.5,73,458,57,316,16,4,package,haifa,cash,0
0,109,44,1,5.0,42,361,40,225,19,2,package,tel aviv,cash,1
4,144,27,5,4.5,56,80,14,579,19,2,online,nablus,cash,0
2,82,13,1,4.1,75,376,44,112,19,1,online,nablus,cash,1
3,76,15,2,4.2,78,296,67,573,13,3,package,ramallah,cash,0
0,105,42,13,4.4,42,299,28,314,18,2,online,ramallah,cash,0
0,145,38,18,3.0,77,248,33,282,10,3,package,bethlehem,cash,0
2,67,1,16,4.3,71,607,42,512,15,3,food,bethlehem,cash,0
0,69,6,7,4.5,1,778,57,132,23,4,online,tel aviv,cash,1
1,83,19,16,3.4,36,379,43,483,8,3,food,ramallah,cash,0
1,10,19,8,2.6,9,390,8,151,14,0,food,jerusalem,cash,0
2,91,6,4,4.2,26,879,50,364,7,1,online,jerusalem,cash,0
1,173,30,0,3.6,55,825,10,587,17,5,food,haifa,cash,0
2,76,12,8,3.9,50,228,69,563,18,4,package,nablus,cash,0
0,104,10,4,4.6,31,199,39,468,13,6,package,tel aviv,cash,1
2,77,14,14,3.1,53,820,50,553,10,0,package,tel aviv,cash,0
1,36,36,8,3.7,37,51,19,91,17,5,online,nablus,cash,0
0,67,12,1,4.5,40,812,46,48,9,3,package,haifa,cash,1
0,114,21,5,4.6,17,532,19,239,17,1,package,ramallah,cash,1
3,27,13,6,4.1,14,418,59,451,19,4,food,haifa,cash,0
0,2,28,13,3.5,7,624,44,322,21,2,online,ramallah,cash,0
3,14,5,5,3.0,18,499,21,240,18,1,food,haifa,cash,1
0,138,18,14,4.2,74,828,2,93,8,1,online,tel aviv,cash,0
1,13,23,1,4.0,13,559,59,104,11,2,food,nablus,cash,0
1,66,26,3,3.8,23,270,6,395,22,2,online,nablus,cash,0
0,173,30,4,4.7,8,41,43,394,11,6,online,ramallah,cash,1
0,37,15,15,4.3,12,462,9,190,23,5,online,haifa,cash,1
0,117,32,1,5.0,44,826,6,75,10,4,food,jerusalem,cash,1
1,161,14,4,4.3,75,634,32,363,8,6,package,haifa,cash,1
3,44,11,4,3.8,24,570,58,186,22,0,online,jerusalem,cash,0
2,96,11,12,3.8,33,605,48,196,11,0,package,tel aviv,cash,0
1,74,18,9,3.7,2,511,65,594,13,1,online,bethlehem,cash,0
1,42,0,11,5.0,24,784,64,357,7,6,package,ramallah,cash,1
1,65,39,5,4.8,26,758,40,424,21,3,food,nablus,cash,1
1,43,10,11,5.0,1,428,10,408,22,2,package,ramallah,cash,0
2,167,23,18,4.7,20,73,41,420,11,0,food,bethlehem,cash,0
1,170,44,18,4.9,55,250,59,157,17,6,online,haifa,cash,0
1,46,2,13,3.4,21,27,70,347,16,5,online,nablus,cash,0
0,137,2,1,3.6,68,872,28,160,14,5,online,jerusalem,cash,1
2,44,4,11,3.1,32,728,47,551,10,6,food,tel aviv,cash,0
2,76,0,3,2.9,14,543,41,268,22,3,online,ramallah,cash,0
0,34,43,0,4.4,24,509,56,537,16,6,package,haifa,cash,1
2,102,18,12,5.0,15,610,55,132,19,5,online,haifa,cash,0
0,111,9,5,5.0,23,46,36,167,11,5,food,bethlehem,cash,1
0,145,44,3,4.5,78,457,19,416,22,4,food,haifa,cash,0
2,166,10,16,4.4,14,224,55,432,23,0,online,nablus,cash,0
1,89,12,5,4.2,24,557,50,193,8,0,online,jerusalem,cash,0
3,45,17,7,3.8,15,363,70,165,8,2,package,nablus,cash,0
2,115,25,17,4.4,20,842,58,446,8,0,online,bethlehem,cash,0
2,128,39,12,4.6,26,764,10,517,13,6,food,bethlehem,cash,0
0,101,29,3,5.0,70,312,13,0,19,1,online,bethlehem,cash,0
2,40,12,7,4.5,9,520,28,357,23,6,food,nablus,cash,0
1,122,20,0,4.9,61,504,49,97,9,4,online,bethlehem,cash,1
1,148,10,0,3.0,68,832,34,253,18,6,online,nablus,cash,0
2,29,29,16,3.5,22,607,53,593,21,3,package,bethlehem,cash,0
2,169,31,5,5.0,2,154,50,385,16,2,online,nablus,cash,0
0,90,36,3,4.2,57,209,39,519,12,4,online,ramallah,cash,0
1,69,42,13,4.2,1,139,2,455,14,4,package,haifa,cash,0
2,151,19,2,3.3,73,633,50,496,20,3,food,bethlehem,cash,1
0,175,43,15,3.9,45,291,51,282,21,2,online,bethlehem,cash,1
0,105,29,7,3.1,58,531,43,211,16,0,online,bethlehem,cash,0
2,74,20,0,3.7,21,403,1,334,7,2,package,haifa,cash,0
1,117,2,12,3.7,70,616,7,18,19,1,food,tel aviv,cash,0
0,133,6,7,4.0,69,681,5,337,15,2,package,bethlehem,cash,1
1,27,35,11,3.5,15,14,19,457,22,2,online,bethlehem,cash,0
2,173,22,12,5.0,51,797,45,208,13,0,food,jerusalem,cash,1
2,66,36,6,4.9,69,680,37,442,10,4,package,haifa,cash,0
0,30,33,15,4.7,2,208,54,381,7,5,online,ramallah,cash,0
1,77,16,4,4.4,5,402,61,280,15,2,food,tel aviv,cash,0
0,77,2,12,5.0,16,625,55,489,18,1,online,ramallah,cash,1
0,155,0,10,5.0,37,450,3,264,12,0,food,tel aviv,cash,1
1,83,23,7,4.9,41,837,29,547,16,5,package,haifa,cash,1
0,85,22,6,5.0,76,57,0,255,11,2,package,jerusalem,cash,1
1,163,9,14,4.5,54,558,31,354,22,1,food,jerusalem,cash,0
0,149,42,9,3.5,44,143,40,103,12,1,online,haifa,cash,0
3,17,3,10,3.7,16,315,11,264,9,3,package,haifa,cash,0
